ticker,cik,company,sic_code,sic_description,target_sector
MOT,2099681,MetaOptics Ltd,3827,Optical Instruments & Lenses,Manufacturing
VAT,2109801,"VARSAL TECH, INC.",2800,Chemicals & Allied Products,Manufacturing
BLTG,2045873,BOUNDLESS GROUP,3827,Optical Instruments & Lenses,Manufacturing
STDN,2086716,"Standard Nuclear, Inc.",2810,Industrial Inorganic Chemicals,Manufacturing
FRTT,2092967,Fort Technology Inc,2870,Agricultural Chemicals,Manufacturing
APEX,2069858,APEX Global Solutions Ltd,3470,"Coating, Engraving & Allied Services",Manufacturing
NTMJ,2084296,Nintech Mould Factory Inc.,3089,"Plastics Products, NEC",Manufacturing
GRVT,2078037,GreenVector Holdings Ltd,3241,"Cement, Hydraulic",Manufacturing
ORIB,1854183,Orion Bliss Corp.,2840,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics",Manufacturing
TSEOQ,1519061,Trinseo PLC,2821,"Plastic Materials, Synth Resins & Nonvulcan Elastomers",Manufacturing
FBDT,1892704,"First Breach, Inc.",3480,"Ordnance & Accessories, (No Vehicles/Guided Missiles)",Manufacturing
XXC,1875994,XINXU COPPER INDUSTRY TECHNOLOGY Ltd,3350,Rolling Drawing & Extruding of  Nonferrous Metals,Manufacturing
CITR,894556,CitroTech Inc.,2800,Chemicals & Allied Products,Manufacturing
UNLYF,217410,UNILEVER PLC,2840,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics",Manufacturing
CTA-PB,30554,"EIDP, Inc.",2820,"Plastic Material, Synth Resin/Rubber, Cellulos (No Glass)",Manufacturing
CTA-PA,30554,"EIDP, Inc.",2820,"Plastic Material, Synth Resin/Rubber, Cellulos (No Glass)",Manufacturing
HLNCF,1900304,Haleon plc,2844,"Perfumes, Cosmetics & Other Toilet Preparations",Manufacturing
AMSYF,1243429,ArcelorMittal,3312,"Steel Works, Blast Furnaces & Rolling Mills (Coke Ovens)",Manufacturing
TNRSF,1190723,TENARIS SA,3312,"Steel Works, Blast Furnaces & Rolling Mills (Coke Ovens)",Manufacturing
CAJPY,16988,CANON INC,3861,Photographic Equipment & Supplies,Manufacturing
CAJFF,16988,CANON INC,3861,Photographic Equipment & Supplies,Manufacturing
NWS,1564708,NEWS CORP,2711,Newspapers: Publishing or  Publishing & Printing,Manufacturing
JHIUF,1159152,James Hardie Industries plc,3272,"Concrete Products, Except Block & Brick",Manufacturing
AMCCF,1748790,Amcor plc,3990,Miscellaneous Manufacturing Industries,Manufacturing
BIO-B,12208,"BIO-RAD LABORATORIES, INC.",3826,Laboratory Analytical Instruments,Manufacturing
AKZOF,3124,AKZO NOBEL NV,2800,Chemicals & Allied Products,Manufacturing
ALMMF,1161611,ALUMINUM CORP OF CHINA LTD,3334,Primary Production of  Aluminum,Manufacturing
CXMSF,1076378,CEMEX SAB DE CV,3241,"Cement, Hydraulic",Manufacturing
PSORF,938323,PEARSON PLC,2731,Books: Publishing or  Publishing & Printing,Manufacturing
SPTJF,908732,SINOPEC SHANGHAI PETROCHEMICAL CO LTD,2821,"Plastic Materials, Synth Resins & Nonvulcan Elastomers",Manufacturing
GEF-B,43920,"GREIF, INC",3412,"Metal Shipping Barrels, Drums, Kegs & Pails",Manufacturing
WLYB,107140,"JOHN WILEY & SONS, INC.",2731,Books: Publishing or  Publishing & Printing,Manufacturing
OLPX,1868726,"OLAPLEX HOLDINGS, INC.",2844,"Perfumes, Cosmetics & Other Toilet Preparations",Manufacturing
MTMV,1393044,Motomova Inc,3825,Instruments For Meas & Testing of  Electricity & Elec Signals,Manufacturing
ARCXF,1243429,ArcelorMittal,3312,"Steel Works, Blast Furnaces & Rolling Mills (Coke Ovens)",Manufacturing
AATC,943034,AUTOSCOPE TECHNOLOGIES CORP,3829,"Measuring & Controlling Devices, NEC",Manufacturing
SLTN,1508786,"SILVERTON ENERGY, INC.",3021,Rubber & Plastics Footwear,Manufacturing
SUIC,1394108,SUIC Worldwide Holdings Ltd.,2860,Industrial Organic Chemicals,Manufacturing
RSCF,1103090,"REFLECT SCIENTIFIC, INC.",3821,Laboratory Apparatus & Furniture,Manufacturing
NUVI,1410708,Emo Capital Corp.,2870,Agricultural Chemicals,Manufacturing
UCLE,1543623,US NUCLEAR CORP.,3829,"Measuring & Controlling Devices, NEC",Manufacturing
BKTH,1144392,MEGOLA INC,2890,Miscellaneous Chemical Products,Manufacturing
DPUI,1791929,"DISCOUNT PRINT USA, INC.",2750,Commercial Printing,Manufacturing
NWSLL,1564708,NEWS CORP,2711,Newspapers: Publishing or  Publishing & Printing,Manufacturing
QGAI,1663038,Quantum Genesis AI Corp.,2860,Industrial Organic Chemicals,Manufacturing
LUCYW,1808377,Innovative Eyewear Inc,3851,Ophthalmic Goods,Manufacturing
OWLTW,1816708,"Owlet, Inc.",3829,"Measuring & Controlling Devices, NEC",Manufacturing
OPTXW,1866816,"SYNTEC OPTICS HOLDINGS, INC.",3827,Optical Instruments & Lenses,Manufacturing
PCTBP,1830033,"PureCycle Technologies, Inc.",2821,"Plastic Materials, Synth Resins & Nonvulcan Elastomers",Manufacturing
PCTTU,1830033,"PureCycle Technologies, Inc.",2821,"Plastic Materials, Synth Resins & Nonvulcan Elastomers",Manufacturing
PCTTW,1830033,"PureCycle Technologies, Inc.",2821,"Plastic Materials, Synth Resins & Nonvulcan Elastomers",Manufacturing
AMPWF,1845097,Ardagh Metal Packaging S.A.,3411,Metal Cans,Manufacturing
XAGEW,1842939,"Longevity Health Holdings, Inc.",2840,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics",Manufacturing
WALDW,1840199,Waldencast plc,2844,"Perfumes, Cosmetics & Other Toilet Preparations",Manufacturing
ASTLW,1860805,Algoma Steel Group Inc.,3312,"Steel Works, Blast Furnaces & Rolling Mills (Coke Ovens)",Manufacturing
HGASW,1817232,Global Gas Corp,2810,Industrial Inorganic Chemicals,Manufacturing
VGASW,1841425,"Verde Clean Fuels, Inc.",2860,Industrial Organic Chemicals,Manufacturing
SDSTW,1831979,Stardust Power Inc.,3330,Primary Smelting & Refining of  Nonferrous Metals,Manufacturing
NXNVW,1865631,NEXTNAV INC.,3812,"Search, Detection, Navigation, Guidance, Aeronautical Sys",Manufacturing
LNZAW,1843724,"LanzaTech Global, Inc.",2860,Industrial Organic Chemicals,Manufacturing
ALBC,1834868,Alternative Ballistics Corp,3480,"Ordnance & Accessories, (No Vehicles/Guided Missiles)",Manufacturing
IMSRW,2019804,Terrestrial Energy Inc. /DE/,3443,Fabricated Plate Work (Boiler Shops),Manufacturing
DSYWW,1999297,Big Tree Cloud Holdings Ltd,2670,Converted Paper & Paperboard Prods (No Contaners/Boxes),Manufacturing
MSAIW,1863990,"MultiSensor AI Holdings, Inc.",3827,Optical Instruments & Lenses,Manufacturing
FGIWW,1864943,FGI Industries Ltd.,3430,"Heating Equip, Except Elec & Warm Air; & Plumbing Fixtures",Manufacturing
SHFH,2032609,Scientist Home Future Health Ltd,2844,"Perfumes, Cosmetics & Other Toilet Preparations",Manufacturing
MOVAA,72573,MOVADO GROUP INC,3873,"Watches, Clocks, Clockwork Operated Devices/Parts",Manufacturing
INPAP,51434,INTERNATIONAL PAPER CO /NEW/,2621,Paper Mills,Manufacturing
ALB-PA,915913,ALBEMARLE CORP,2821,"Plastic Materials, Synth Resins & Nonvulcan Elastomers",Manufacturing
TMSOF,1075124,THOMSON REUTERS CORP /CAN/,2741,Miscellaneous Publishing,Manufacturing
BRKRP,1109354,BRUKER CORP,3826,Laboratory Analytical Instruments,Manufacturing
AERGP,879911,"APPLIED ENERGETICS, INC.",3812,"Search, Detection, Navigation, Guidance, Aeronautical Sys",Manufacturing
CSCID,1113423,COSCIENS Biopharma Inc.,2844,"Perfumes, Cosmetics & Other Toilet Preparations",Manufacturing
BWNB,1630805,"Babcock & Wilcox Enterprises, Inc.",3433,"Heating Equipment, Except Electric & Warm Air Furnaces",Manufacturing
BW-PA,1630805,"Babcock & Wilcox Enterprises, Inc.",3433,"Heating Equipment, Except Electric & Warm Air Furnaces",Manufacturing
AREBW,1648087,AMERICAN REBEL HOLDINGS INC,3490,Miscellaneous Fabricated Metal Products,Manufacturing
TGE-WT,2053456,Generation Essentials Group,2721,Periodicals: Publishing or  Publishing & Printing,Manufacturing
