company,ticker,cik,period_end,cash,current_assets,total_assets,inventory,receivables,current_liabilities,total_liabilities,equity,working_capital,current_ratio,debt_to_equity,debt_to_assets,cash_ratio
JPMORGAN CHASE & CO,JPM,19617,6/30/2008,,,,,,,,1.33176E+11,,,,,
JPMORGAN CHASE & CO,JPM,19617,12/31/2008,,,2.17505E+12,,,,2.00817E+12,1.66884E+11,,,12.03331656,0.923273559,
JPMORGAN CHASE & CO,JPM,19617,6/30/2009,,,2.02664E+12,,,,1.87188E+12,1.54766E+11,,,12.09487872,0.923634268,
JPMORGAN CHASE & CO,JPM,19617,9/30/2009,,,2.04101E+12,,,,1.87876E+12,1.62253E+11,,,11.57917573,0.920503535,
JPMORGAN CHASE & CO,JPM,19617,12/31/2009,,,2.11967E+12,,,,1.95883E+12,1.60845E+11,,,12.17835805,0.924118013,
JPMORGAN CHASE & CO,JPM,19617,3/31/2010,,,2.1358E+12,,,,1.97108E+12,1.64721E+11,,,11.96614275,0.922876061,
JPMORGAN CHASE & CO,JPM,19617,6/30/2010,,,2.01402E+12,,,,1.8429E+12,1.7112E+11,,,10.7696295,0.915035558,
JPMORGAN CHASE & CO,JPM,19617,9/30/2010,,,2.1416E+12,,,,1.96777E+12,1.7383E+11,,,11.32005408,0.918831525,
JPMORGAN CHASE & CO,JPM,19617,12/31/2010,,,2.11761E+12,,,,1.9415E+12,1.76106E+11,,,11.0246045,0.916837182,
JPMORGAN CHASE & CO,JPM,19617,3/31/2011,,,2.19816E+12,,,,2.01756E+12,1.80598E+11,,,11.1715689,0.917841323,
JPMORGAN CHASE & CO,JPM,19617,6/30/2011,,,2.24676E+12,,,,2.06389E+12,1.82879E+11,,,11.28552212,0.918603378,
JPMORGAN CHASE & CO,JPM,19617,9/30/2011,,,2.28924E+12,,,,2.10695E+12,1.82287E+11,,,11.55843807,0.920372263,
JPMORGAN CHASE & CO,JPM,19617,12/31/2011,,,2.26579E+12,,,,2.08222E+12,1.83573E+11,,,11.34273014,0.918980648,
JPMORGAN CHASE & CO,JPM,19617,3/31/2012,,,2.32016E+12,,,,2.1306E+12,1.89728E+11,,,11.22977104,0.918298017,
JPMORGAN CHASE & CO,JPM,19617,6/30/2012,,,2.29015E+12,,,,2.09857E+12,1.91572E+11,,,10.95449231,0.916349438,
JPMORGAN CHASE & CO,JPM,19617,9/30/2012,,,2.32128E+12,,,,2.12159E+12,1.99693E+11,,,10.62426324,0.913973043,
JPMORGAN CHASE & CO,JPM,19617,12/31/2012,,,2.35914E+12,,,,2.15507E+12,2.04069E+11,,,10.5605065,0.9134986,
JPMORGAN CHASE & CO,JPM,19617,3/31/2013,,,2.38935E+12,,,,2.18226E+12,2.07086E+11,,,10.53795525,0.91332953,
JPMORGAN CHASE & CO,JPM,19617,6/30/2013,,,2.43949E+12,,,,2.23026E+12,2.09239E+11,,,10.65888768,0.914228524,
JPMORGAN CHASE & CO,JPM,19617,9/30/2013,,,2.46331E+12,,,,2.25664E+12,2.0667E+11,,,10.91904485,0.91610066,
JPMORGAN CHASE & CO,JPM,19617,12/31/2013,,,2.41569E+12,,,,2.20451E+12,2.11178E+11,,,10.43911298,0.912580634,
JPMORGAN CHASE & CO,JPM,19617,3/31/2014,,,2.47665E+12,,,,2.25733E+12,2.19655E+11,,,10.27671121,0.911445299,
JPMORGAN CHASE & CO,JPM,19617,6/30/2014,,,2.52E+12,,,,2.29302E+12,2.27314E+11,,,10.08746492,0.90993117,
JPMORGAN CHASE & CO,JPM,19617,9/30/2014,,,2.52666E+12,,,,2.29573E+12,2.31277E+11,,,9.926313468,0.908603668,
JPMORGAN CHASE & CO,JPM,19617,12/31/2014,,,2.57277E+12,,,,2.34105E+12,2.31727E+11,,,10.10260349,0.909931036,
JPMORGAN CHASE & CO,JPM,19617,3/31/2015,,,2.57662E+12,,,,2.34128E+12,2.35864E+11,,,9.926415222,0.908665193,
JPMORGAN CHASE & CO,JPM,19617,6/30/2015,,,2.4491E+12,,,,2.20839E+12,2.41205E+11,,,9.155672561,0.901717285,
JPMORGAN CHASE & CO,JPM,19617,9/30/2015,,,2.41664E+12,,,,2.17139E+12,2.45728E+11,,,8.836571331,0.898519222,
JPMORGAN CHASE & CO,JPM,19617,12/31/2015,,,2.3517E+12,,,,2.10413E+12,2.47573E+11,,,8.499008373,0.894725853,
JPMORGAN CHASE & CO,JPM,19617,3/31/2016,,,2.42381E+12,,,,2.17365E+12,2.50157E+11,,,8.689147216,0.896791743,
JPMORGAN CHASE & CO,JPM,19617,6/30/2016,,,2.4661E+12,,,,2.21367E+12,2.52423E+11,,,8.769696105,0.897642671,
JPMORGAN CHASE & CO,JPM,19617,9/30/2016,,,2.52103E+12,,,,2.2667E+12,2.54331E+11,,,8.912393692,0.899116194,
JPMORGAN CHASE & CO,JPM,19617,12/31/2016,3.91154E+11,,2.49097E+12,,,,2.23678E+12,2.5419E+11,,,8.799645934,0.897955497,
JPMORGAN CHASE & CO,JPM,19617,3/31/2017,4.61886E+11,,2.54629E+12,,,,2.29043E+12,2.55863E+11,,,8.951771065,0.899515373,
JPMORGAN CHASE & CO,JPM,19617,6/30/2017,4.50526E+11,,2.56317E+12,,,,2.30469E+12,2.58483E+11,,,8.916218862,0.89915511,
JPMORGAN CHASE & CO,JPM,19617,9/30/2017,4.59156E+11,,2.56307E+12,,,,2.30469E+12,2.58382E+11,,,8.919708029,0.899190581,
JPMORGAN CHASE & CO,JPM,19617,12/31/2017,4.31304E+11,,2.5336E+12,,,,2.27791E+12,2.55693E+11,,,8.908757768,0.899079176,
JPMORGAN CHASE & CO,JPM,19617,3/31/2018,4.14812E+11,,2.60979E+12,,,,2.35358E+12,2.56201E+11,,,9.186474682,0.901830611,
JPMORGAN CHASE & CO,JPM,19617,6/30/2018,4.0518E+11,,2.59005E+12,,,,2.33259E+12,2.57458E+11,,,9.060087471,0.900597286,
JPMORGAN CHASE & CO,JPM,19617,9/30/2018,4.19097E+11,,2.61518E+12,,,,2.35623E+12,2.58956E+11,,,9.098947312,0.900979778,
JPMORGAN CHASE & CO,JPM,19617,12/31/2018,,,2.62253E+12,,,,2.36602E+12,2.56515E+11,,,9.223698419,0.902188038,
JPMORGAN CHASE & CO,JPM,19617,3/31/2019,,,2.73719E+12,,,,2.47735E+12,2.59837E+11,,,9.534250318,0.905071555,
JPMORGAN CHASE & CO,JPM,19617,6/30/2019,,,2.72738E+12,,,,2.46416E+12,2.63215E+11,,,9.361791691,0.903491594,
JPMORGAN CHASE & CO,JPM,19617,9/30/2019,,,2.76466E+12,,,,2.50031E+12,2.64348E+11,,,9.458414666,0.904383214,
JPMORGAN CHASE & CO,JPM,19617,12/31/2019,,,2.68738E+12,,,,2.42605E+12,2.6133E+11,,,9.283469177,0.902756552,
JPMORGAN CHASE & CO,JPM,19617,3/31/2020,,,3.13853E+12,,,,2.87817E+12,2.61262E+11,,,11.01640882,0.917043648,
JPMORGAN CHASE & CO,JPM,19617,6/30/2020,,,3.21264E+12,,,,2.94865E+12,2.64466E+11,,,11.14944454,0.917826537,
JPMORGAN CHASE & CO,JPM,19617,9/30/2020,,,3.24506E+12,,,,2.97496E+12,2.71113E+11,,,10.97314773,0.916766434,
JPMORGAN CHASE & CO,JPM,19617,12/31/2020,,,3.38476E+12,,,,3.1054E+12,2.79354E+11,,,11.11637206,0.917467044,
JPMORGAN CHASE & CO,JPM,19617,3/31/2021,,,3.68934E+12,,,,3.40862E+12,2.80714E+11,,,12.14268615,0.923912054,
JPMORGAN CHASE & CO,JPM,19617,6/30/2021,,,3.68426E+12,,,,3.39787E+12,2.86386E+11,,,11.86465121,0.922267617,
JPMORGAN CHASE & CO,JPM,19617,9/30/2021,,,3.75758E+12,,,,3.46754E+12,2.90041E+11,,,11.95532701,0.922811674,
JPMORGAN CHASE & CO,JPM,19617,12/31/2021,,,3.74357E+12,,,,3.44944E+12,2.94127E+11,,,11.72772306,0.921431351,
JPMORGAN CHASE & CO,JPM,19617,3/31/2022,,,3.95469E+12,,,,3.66879E+12,2.85899E+11,,,12.83246181,0.927706289,
JPMORGAN CHASE & CO,JPM,19617,6/30/2022,,,3.84131E+12,,,,3.55517E+12,2.86143E+11,,,12.4244556,0.925509084,
JPMORGAN CHASE & CO,JPM,19617,9/30/2022,,,3.77388E+12,,,,3.48587E+12,2.88018E+11,,,12.10294495,0.923681279,
JPMORGAN CHASE & CO,JPM,19617,12/31/2022,,,3.66574E+12,,,,3.37341E+12,2.92332E+11,,,11.53965697,0.920253002,
JPMORGAN CHASE & CO,JPM,19617,3/31/2023,,,3.74431E+12,,,,3.44122E+12,3.03082E+11,,,11.35409889,0.919055205,
JPMORGAN CHASE & CO,JPM,19617,6/30/2023,,,3.86824E+12,,,,3.55572E+12,3.12516E+11,,,11.37773426,0.91920977,
JPMORGAN CHASE & CO,JPM,19617,9/30/2023,,,3.89833E+12,,,,3.58096E+12,3.17371E+11,,,11.28320483,0.918588022,
JPMORGAN CHASE & CO,JPM,19617,12/31/2023,,,3.87539E+12,,,,3.54752E+12,3.27878E+11,,,10.81961888,0.915394903,
JPMORGAN CHASE & CO,JPM,19617,3/31/2024,,,4.09073E+12,,,,3.75409E+12,3.36637E+11,,,11.15174505,0.917707293,
JPMORGAN CHASE & CO,JPM,19617,6/30/2024,,,4.143E+12,,,,3.80245E+12,3.40552E+11,,,11.16555181,0.917800687,
JPMORGAN CHASE & CO,JPM,19617,9/30/2024,,,4.21005E+12,,,,3.86421E+12,3.45836E+11,,,11.1735389,0.917854618,
JPMORGAN CHASE & CO,JPM,19617,12/31/2024,,,4.00281E+12,,,,3.65806E+12,3.44758E+11,,,10.6105036,0.913871092,
JPMORGAN CHASE & CO,JPM,19617,3/31/2025,,,4.35786E+12,,,,4.00644E+12,3.5142E+11,,,11.40070571,0.919359428,
JPMORGAN CHASE & CO,JPM,19617,6/30/2025,,,4.55248E+12,,,,4.19556E+12,3.56924E+11,,,11.75476572,0.921597933,
JPMORGAN CHASE & CO,JPM,19617,9/30/2025,,,4.56021E+12,,,,4.19999E+12,3.60212E+11,,,11.65978091,0.921009691,
JPMORGAN CHASE & CO,JPM,19617,12/31/2025,,,4.4249E+12,,,,4.06246E+12,3.62438E+11,,,11.2087088,0.918091256,
JPMORGAN CHASE & CO,JPM,19617,3/31/2026,,,4.90048E+12,,,,4.53644E+12,3.64038E+11,,,12.46143809,0.925713732,
"Meta Platforms, Inc.",META,1326801,12/31/2010,1785000000,,,,,,,,,,,,
"Meta Platforms, Inc.",META,1326801,6/30/2011,1131000000,,,,,,,,,,,,
"Meta Platforms, Inc.",META,1326801,9/30/2011,906000000,,,,,,,,,,,,
"Meta Platforms, Inc.",META,1326801,12/31/2011,1512000000,4604000000,6331000000,,547000000,899000000,1432000000,4899000000,3705000000,5.121245829,0.292304552,0.226188596,1.681868743
"Meta Platforms, Inc.",META,1326801,3/31/2012,1282000000,,,,,,,,,,,,
"Meta Platforms, Inc.",META,1326801,6/30/2012,2098000000,11967000000,14928000000,,578000000,1034000000,1619000000,13309000000,10933000000,11.57350097,0.121647006,0.108453912,2.02901354
"Meta Platforms, Inc.",META,1326801,9/30/2012,2478000000,12285000000,16038000000,,635000000,1080000000,1864000000,14174000000,11205000000,11.375,0.131508396,0.116223968,2.294444444
"Meta Platforms, Inc.",META,1326801,12/31/2012,2384000000,11267000000,15103000000,,719000000,1052000000,3348000000,11755000000,10215000000,10.71007605,0.284814972,0.221677812,2.266159696
"Meta Platforms, Inc.",META,1326801,3/31/2013,2325000000,11042000000,15163000000,,659000000,1063000000,3339000000,11824000000,9979000000,10.38758231,0.282391746,0.220207083,2.187206021
"Meta Platforms, Inc.",META,1326801,6/30/2013,3001000000,11421000000,15724000000,,775000000,1080000000,3375000000,12349000000,10341000000,10.575,0.273301482,0.214640041,2.778703704
"Meta Platforms, Inc.",META,1326801,9/30/2013,3100000000,10549000000,14933000000,,872000000,984000000,1885000000,13048000000,9565000000,10.72052846,0.144466585,0.126230496,3.150406504
"Meta Platforms, Inc.",META,1326801,12/31/2013,3323000000,13070000000,17895000000,,1109000000,1100000000,2425000000,15470000000,11970000000,11.88181818,0.15675501,0.135512713,3.020909091
"Meta Platforms, Inc.",META,1326801,3/31/2014,2998000000,14060000000,19028000000,,1006000000,1037000000,2291000000,16737000000,13023000000,13.55834137,0.136882356,0.120401514,2.891031823
"Meta Platforms, Inc.",META,1326801,6/30/2014,4384000000,15557000000,20769000000,,1190000000,1214000000,2423000000,18346000000,14343000000,12.81466227,0.132072386,0.116664259,3.611202636
"Meta Platforms, Inc.",META,1326801,9/30/2014,8999000000,16115000000,24188000000,,1363000000,1234000000,2950000000,21238000000,14881000000,13.05915721,0.138901968,0.121961303,7.292544571
"Meta Platforms, Inc.",META,1326801,12/31/2014,4315000000,13670000000,40184000000,,1678000000,1424000000,4088000000,36096000000,12246000000,9.599719101,0.113253546,0.101732033,3.030196629
"Meta Platforms, Inc.",META,1326801,3/31/2015,3419000000,15004000000,42007000000,,1508000000,1746000000,4506000000,37501000000,13258000000,8.593356243,0.120156796,0.107267836,1.958190149
"Meta Platforms, Inc.",META,1326801,6/30/2015,5123000000,16951000000,44130000000,,1815000000,1881000000,4678000000,39452000000,15070000000,9.011695906,0.11857447,0.106004985,2.723551302
"Meta Platforms, Inc.",META,1326801,9/30/2015,4308000000,19139000000,46469000000,,2010000000,1792000000,5049000000,41420000000,17347000000,10.68024554,0.121897634,0.108653081,2.404017857
"Meta Platforms, Inc.",META,1326801,12/31/2015,4907000000,21652000000,49407000000,,2559000000,1925000000,5189000000,44218000000,19727000000,11.24779221,0.1173504,0.105025604,2.549090909
"Meta Platforms, Inc.",META,1326801,3/31/2016,6456000000,23812000000,52075000000,,2348000000,1809000000,4925000000,47150000000,22003000000,13.16307352,0.104453871,0.094575132,3.568822554
"Meta Platforms, Inc.",META,1326801,6/30/2016,5108000000,27010000000,55739000000,,2801000000,2211000000,5356000000,50383000000,24799000000,12.21619177,0.106305698,0.096090708,2.310266848
"Meta Platforms, Inc.",META,1326801,9/30/2016,6038000000,30328000000,59674000000,,3070000000,2595000000,5559000000,54115000000,27733000000,11.68709056,0.102725677,0.093156148,2.326782274
"Meta Platforms, Inc.",META,1326801,12/31/2016,8903000000,34401000000,64961000000,,3993000000,2875000000,5767000000,59194000000,31526000000,11.96556522,0.097425415,0.088776343,3.096695652
"Meta Platforms, Inc.",META,1326801,3/31/2017,7104000000,36930000000,68714000000,,3415000000,2928000000,6526000000,62188000000,34002000000,12.61270492,0.10493986,0.094973368,2.426229508
"Meta Platforms, Inc.",META,1326801,6/30/2017,6252000000,40804000000,73843000000,,3897000000,3315000000,7362000000,66481000000,37489000000,12.30889894,0.110738406,0.099698008,1.885972851
"Meta Platforms, Inc.",META,1326801,9/30/2017,7201000000,44203000000,78998000000,,4424000000,3305000000,7790000000,71208000000,40898000000,13.37458396,0.10939782,0.098610091,2.17881997
"Meta Platforms, Inc.",META,1326801,12/31/2017,8079000000,48563000000,84524000000,,5832000000,3760000000,10177000000,74347000000,44803000000,12.91569149,0.136885147,0.120403672,2.148670213
"Meta Platforms, Inc.",META,1326801,3/31/2018,12082000000,50412000000,88945000000,,5115000000,5086000000,11325000000,77620000000,45326000000,9.911915061,0.145903118,0.127325876,2.3755407
"Meta Platforms, Inc.",META,1326801,6/30/2018,11552000000,49833000000,90291000000,,5590000000,4670000000,10909000000,79382000000,45163000000,10.67087794,0.137424101,0.120820458,2.47366167
"Meta Platforms, Inc.",META,1326801,9/30/2018,9637000000,49147000000,92452000000,,6058000000,5462000000,12110000000,80342000000,43685000000,8.997986086,0.150730627,0.13098689,1.764372025
"Meta Platforms, Inc.",META,1326801,12/31/2018,10019000000,50480000000,97334000000,,7587000000,7017000000,13207000000,84127000000,43463000000,7.193957532,0.156988838,0.135687427,1.427818156
"Meta Platforms, Inc.",META,1326801,3/31/2019,11076000000,53300000000,1.09477E+11,,6475000000,9908000000,22961000000,86516000000,43392000000,5.37949132,0.265395996,0.209733551,1.117884538
"Meta Platforms, Inc.",META,1326801,6/30/2019,13877000000,57961000000,1.17006E+11,,7513000000,12979000000,28244000000,88762000000,44982000000,4.465752369,0.318199229,0.24138933,1.069188689
"Meta Platforms, Inc.",META,1326801,9/30/2019,15979000000,62079000000,1.24418E+11,,7673000000,13328000000,30419000000,93999000000,48751000000,4.657788115,0.323609826,0.244490347,1.198904562
"Meta Platforms, Inc.",META,1326801,12/31/2019,19079000000,66225000000,1.33376E+11,,9518000000,15053000000,32322000000,1.01054E+11,51172000000,4.399455258,0.319848794,0.242337452,1.267454992
"Meta Platforms, Inc.",META,1326801,3/31/2020,23618000000,69349000000,1.38371E+11,,7289000000,15069000000,33067000000,1.05304E+11,54280000000,4.60209702,0.314014662,0.238973484,1.567323645
"Meta Platforms, Inc.",META,1326801,6/30/2020,21045000000,68130000000,1.39691E+11,,7483000000,11308000000,29244000000,1.10447E+11,56822000000,6.024938097,0.264778582,0.209347775,1.861071808
"Meta Platforms, Inc.",META,1326801,9/30/2020,11617000000,65799000000,1.46437E+11,,8024000000,11944000000,28706000000,1.17731E+11,53855000000,5.508958473,0.243827029,0.196029692,0.972622237
"Meta Platforms, Inc.",META,1326801,12/31/2020,17576000000,75670000000,1.59316E+11,,11335000000,14981000000,31026000000,1.2829E+11,60689000000,5.051064682,0.2418427,0.194745035,1.173219411
"Meta Platforms, Inc.",META,1326801,3/31/2021,19513000000,77322000000,1.63523E+11,,10276000000,12717000000,29866000000,1.33657E+11,64605000000,6.080207596,0.223452569,0.182640974,1.534402768
"Meta Platforms, Inc.",META,1326801,6/30/2021,16186000000,80697000000,1.70609E+11,,11698000000,14874000000,32382000000,1.38227E+11,65823000000,5.425373134,0.234266822,0.189802414,1.088207611
"Meta Platforms, Inc.",META,1326801,9/30/2021,14496000000,75421000000,1.69585E+11,,12088000000,17812000000,36225000000,1.3336E+11,57609000000,4.23428026,0.271633173,0.213609694,0.813833371
"Meta Platforms, Inc.",META,1326801,12/31/2021,16601000000,66666000000,1.65987E+11,,14039000000,21135000000,41108000000,1.24879E+11,45531000000,3.154293825,0.329182649,0.247657949,0.785474332
"Meta Platforms, Inc.",META,1326801,3/31/2022,14886000000,59265000000,1.64218E+11,,11390000000,21086000000,40990000000,1.23228E+11,38179000000,2.810632647,0.33263544,0.249607229,0.705966044
"Meta Platforms, Inc.",META,1326801,6/30/2022,12681000000,55987000000,1.69779E+11,,11525000000,22217000000,44012000000,1.25767E+11,33770000000,2.520007202,0.349948715,0.259231118,0.570779133
"Meta Platforms, Inc.",META,1326801,9/30/2022,14308000000,58315000000,1.78894E+11,,11227000000,22687000000,54800000000,1.24094E+11,35628000000,2.570414775,0.441600722,0.306326652,0.630669546
"Meta Platforms, Inc.",META,1326801,12/31/2022,14681000000,59549000000,1.85727E+11,,13466000000,27026000000,60014000000,1.25713E+11,32523000000,2.203396729,0.477388973,0.323130186,0.543217642
"Meta Platforms, Inc.",META,1326801,3/31/2023,11551000000,52483000000,1.84491E+11,,11044000000,25381000000,59696000000,1.24795E+11,27102000000,2.067806627,0.478352498,0.32357134,0.455104212
"Meta Platforms, Inc.",META,1326801,6/30/2023,28785000000,69560000000,2.06688E+11,,12511000000,29921000000,72655000000,1.34033E+11,39639000000,2.32478861,0.542067998,0.351520166,0.962033355
"Meta Platforms, Inc.",META,1326801,9/30/2023,36890000000,78378000000,2.16274E+11,,12944000000,30531000000,73401000000,1.42873E+11,47847000000,2.567161246,0.513749974,0.339388923,1.208280109
"Meta Platforms, Inc.",META,1326801,12/31/2023,41862000000,85365000000,2.29623E+11,,16169000000,31960000000,76455000000,1.53168E+11,53405000000,2.670994994,0.499157788,0.332958806,1.309824781
"Meta Platforms, Inc.",META,1326801,3/31/2024,32307000000,75330000000,2.22844E+11,,13430000000,28101000000,73315000000,1.49529E+11,47229000000,2.68068752,0.490306228,0.328996966,1.149674389
"Meta Platforms, Inc.",META,1326801,6/30/2024,32045000000,76431000000,2.30238E+11,,14505000000,27004000000,73475000000,1.56763E+11,49427000000,2.830358465,0.46870116,0.319126295,1.186676048
"Meta Platforms, Inc.",META,1326801,9/30/2024,43852000000,91067000000,2.56408E+11,,14700000000,33330000000,91879000000,1.64529E+11,57737000000,2.732283228,0.558436507,0.358331253,1.315691569
"Meta Platforms, Inc.",META,1326801,12/31/2024,43889000000,1.00045E+11,2.76054E+11,,16994000000,33596000000,93417000000,1.82637E+11,66449000000,2.977884272,0.511490005,0.338401182,1.306375759
"Meta Platforms, Inc.",META,1326801,3/31/2025,28750000000,90227000000,2.80213E+11,,14514000000,33890000000,95184000000,1.85029E+11,56337000000,2.662348775,0.514427468,0.339684454,0.848332842
"Meta Platforms, Inc.",META,1326801,6/30/2025,12005000000,73613000000,2.94744E+11,,16561000000,37305000000,99674000000,1.9507E+11,36308000000,1.97327436,0.510965295,0.33817143,0.321806728
"Meta Platforms, Inc.",META,1326801,9/30/2025,10187000000,73118000000,3.03844E+11,,17297000000,36958000000,1.09778E+11,1.94066E+11,36160000000,1.978407923,0.565673534,0.361297245,0.27563721
"Meta Platforms, Inc.",META,1326801,12/31/2025,35873000000,1.08722E+11,3.66021E+11,,19769000000,41836000000,1.48778E+11,2.17243E+11,66886000000,2.598766612,0.684846002,0.406473945,0.857467253
"Meta Platforms, Inc.",META,1326801,3/31/2026,23426000000,1.09765E+11,3.9525E+11,,17470000000,46753000000,1.51569E+11,2.43681E+11,63012000000,2.34776378,0.621997612,0.383476281,0.501058756
MICROSOFT CORPORATION,MSFT,789019,6/30/2008,10339000000,,,,,,,,,,,,
MICROSOFT CORPORATION,MSFT,789019,9/30/2008,9004000000,,,,,,,33594000000,,,,,
MICROSOFT CORPORATION,MSFT,789019,12/31/2008,8346000000,,,,,,,34478000000,,,,,
MICROSOFT CORPORATION,MSFT,789019,3/31/2009,7285000000,,,,,,,36943000000,,,,,
MICROSOFT CORPORATION,MSFT,789019,6/30/2009,6076000000,49280000000,77888000000,717000000,11192000000,27034000000,,39558000000,22246000000,1.822889694,,,0.224754013
MICROSOFT CORPORATION,MSFT,789019,9/30/2009,8823000000,52231000000,81612000000,1150000000,8587000000,28761000000,,41212000000,23470000000,1.816035604,,,0.306769584
MICROSOFT CORPORATION,MSFT,789019,12/31/2009,9422000000,52487000000,82096000000,589000000,11196000000,25715000000,,44283000000,26772000000,2.041104414,,,0.366400933
MICROSOFT CORPORATION,MSFT,789019,3/31/2010,8155000000,54518000000,84910000000,501000000,9137000000,26424000000,,45710000000,28094000000,2.063200121,,,0.308620951
MICROSOFT CORPORATION,MSFT,789019,6/30/2010,5505000000,55676000000,86113000000,740000000,13014000000,26147000000,39938000000,46175000000,29529000000,2.129345623,0.864926909,0.463785956,0.210540406
MICROSOFT CORPORATION,MSFT,789019,9/30/2010,8161000000,59581000000,91540000000,1242000000,9646000000,25857000000,44598000000,46942000000,33724000000,2.3042503,0.950066039,0.487196854,0.315620528
MICROSOFT CORPORATION,MSFT,789019,12/31/2010,4023000000,59684000000,92306000000,861000000,12874000000,24312000000,43825000000,48481000000,35372000000,2.454919381,0.903962377,0.474779538,0.16547384
MICROSOFT CORPORATION,MSFT,789019,3/31/2011,7021000000,66263000000,99727000000,1056000000,10033000000,24042000000,46275000000,53452000000,42221000000,2.756135097,0.865730001,0.464016766,0.292030613
MICROSOFT CORPORATION,MSFT,789019,6/30/2011,9610000000,74918000000,1.08704E+11,1372000000,14987000000,28774000000,51621000000,57083000000,46144000000,2.60366998,0.90431477,0.474876729,0.333982067
MICROSOFT CORPORATION,MSFT,789019,9/30/2011,12881000000,75271000000,1.07415E+11,2270000000,10153000000,25543000000,48024000000,59391000000,49728000000,2.946834749,0.808607365,0.447088395,0.504286889
MICROSOFT CORPORATION,MSFT,789019,12/31/2011,10610000000,,,,,,,64121000000,,,,,
MICROSOFT CORPORATION,MSFT,789019,3/31/2012,6388000000,76860000000,1.1801E+11,1412000000,10961000000,26170000000,49351000000,68659000000,50690000000,2.936950707,0.718784136,0.418193373,0.244096293
MICROSOFT CORPORATION,MSFT,789019,6/30/2012,6938000000,85084000000,1.21271E+11,1137000000,15780000000,32688000000,54908000000,66363000000,52396000000,2.602912384,0.827388756,0.452771066,0.212249143
MICROSOFT CORPORATION,MSFT,789019,9/30/2012,5036000000,84051000000,1.21876E+11,1624000000,9871000000,31402000000,53040000000,68836000000,52649000000,2.676612955,0.77052705,0.435196429,0.160371951
MICROSOFT CORPORATION,MSFT,789019,12/31/2012,6017000000,89574000000,1.28683E+11,1661000000,14317000000,31910000000,56107000000,72576000000,57664000000,2.807082419,0.773079255,0.436009418,0.188561579
MICROSOFT CORPORATION,MSFT,789019,3/31/2013,5240000000,93524000000,1.34105E+11,2133000000,11991000000,31929000000,57417000000,76688000000,61595000000,2.929123994,0.748709055,0.428149584,0.164114128
MICROSOFT CORPORATION,MSFT,789019,6/30/2013,3804000000,1.01466E+11,1.42431E+11,1938000000,17486000000,37417000000,63487000000,78944000000,64049000000,2.711762033,0.804202979,0.445738638,0.101665019
MICROSOFT CORPORATION,MSFT,789019,9/30/2013,4023000000,99450000000,1.42348E+11,2613000000,11007000000,34623000000,60707000000,81641000000,64827000000,2.872368079,0.743584718,0.426468935,0.116194437
MICROSOFT CORPORATION,MSFT,789019,12/31/2013,10059000000,1.0687E+11,1.53543E+11,1594000000,15986000000,33742000000,68443000000,85100000000,73128000000,3.167269279,0.80426557,0.445757866,0.298115109
MICROSOFT CORPORATION,MSFT,789019,3/31/2014,11572000000,1.09006E+11,1.56119E+11,1920000000,13497000000,33903000000,68695000000,87424000000,75103000000,3.21523169,0.78576821,0.44001691,0.341326726
MICROSOFT CORPORATION,MSFT,789019,6/30/2014,8669000000,1.14246E+11,1.72384E+11,2660000000,19544000000,45625000000,82600000000,89784000000,68621000000,2.504021918,0.919985744,0.479162799,0.190005479
MICROSOFT CORPORATION,MSFT,789019,9/30/2014,6302000000,1.12439E+11,1.69656E+11,3141000000,12887000000,44694000000,79486000000,90170000000,67745000000,2.515751555,0.881512698,0.468512755,0.141003267
MICROSOFT CORPORATION,MSFT,789019,12/31/2014,6426000000,1.16362E+11,1.74848E+11,2053000000,16186000000,47415000000,82969000000,91879000000,68947000000,2.454117895,0.90302463,0.474520727,0.135526732
MICROSOFT CORPORATION,MSFT,789019,3/31/2015,7414000000,1.18398E+11,1.76683E+11,2469000000,12427000000,40748000000,86551000000,90132000000,77650000000,2.905615,0.960269383,0.489866031,0.18194758
MICROSOFT CORPORATION,MSFT,789019,6/30/2015,5595000000,1.24712E+11,1.76223E+11,2902000000,17908000000,49858000000,96140000000,80083000000,74854000000,2.501343816,1.200504477,0.545558752,0.112218701
MICROSOFT CORPORATION,MSFT,789019,9/30/2015,5431000000,1.21656E+11,1.72896E+11,3816000000,11444000000,49399000000,95451000000,77445000000,72257000000,2.462721917,1.232500484,0.552071766,0.109941497
MICROSOFT CORPORATION,MSFT,789019,12/31/2015,7185000000,1.27812E+11,1.80098E+11,2702000000,14507000000,42643000000,1.03318E+11,76780000000,85169000000,2.997256291,1.345636885,0.573676554,0.168491898
MICROSOFT CORPORATION,MSFT,789019,3/31/2016,7170000000,1.28421E+11,1.81869E+11,2450000000,12247000000,44354000000,1.07063E+11,74806000000,84067000000,2.895364567,1.431208727,0.588681963,0.161653966
MICROSOFT CORPORATION,MSFT,789019,6/30/2016,6510000000,1.3966E+11,1.93468E+11,2251000000,18277000000,59357000000,1.21471E+11,71997000000,80303000000,2.352881716,1.687167521,0.627860938,0.109675354
MICROSOFT CORPORATION,MSFT,789019,9/30/2016,13928000000,1.57909E+11,2.12524E+11,3122000000,11129000000,58810000000,1.42152E+11,82462000000,99099000000,2.685070566,1.723848561,0.668875045,0.236830471
