company,ticker,cik,period_end,cash,current_assets,total_assets,inventory,receivables,current_liabilities,total_liabilities,equity,working_capital,current_ratio,debt_to_equity,debt_to_assets,cash_ratio
MICROSOFT CORPORATION,MSFT,789019,12/31/2016,8468000000,1.44949E+11,2.2461E+11,1961000000,14343000000,70787000000,1.55801E+11,81829000000,74162000000,2.047678246,1.903982696,0.693651218,0.119626485
MICROSOFT CORPORATION,MSFT,789019,3/31/2017,6713000000,1.46313E+11,2.25017E+11,1979000000,12882000000,52005000000,1.55288E+11,83491000000,94308000000,2.813441015,1.859936999,0.690116747,0.129083742
MICROSOFT CORPORATION,MSFT,789019,6/30/2017,7663000000,1.62696E+11,2.50312E+11,2181000000,22431000000,55745000000,1.62601E+11,87711000000,1.06951E+11,2.918575657,1.853826772,0.649593308,0.137465244
MICROSOFT CORPORATION,MSFT,789019,9/30/2017,6884000000,1.61031E+11,2.49097E+11,3211000000,14561000000,51615000000,1.5945E+11,89647000000,1.09416E+11,3.119848881,1.778642899,0.640112085,0.133372082
MICROSOFT CORPORATION,MSFT,789019,12/31/2017,12859000000,1.67633E+11,2.56003E+11,2003000000,18428000000,58099000000,1.77643E+11,78360000000,1.09534E+11,2.885299231,2.26701123,0.693909837,0.221329111
MICROSOFT CORPORATION,MSFT,789019,3/31/2018,9221000000,1.56659E+11,2.45497E+11,2084000000,17208000000,46133000000,1.66258E+11,79239000000,1.10526E+11,3.395812108,2.098183975,0.677230272,0.199878612
MICROSOFT CORPORATION,MSFT,789019,6/30/2018,11946000000,1.69662E+11,2.58848E+11,2662000000,26481000000,58488000000,1.7613E+11,82718000000,1.11174E+11,2.900800164,2.129282623,0.68043794,0.204247025
MICROSOFT CORPORATION,MSFT,789019,9/30/2018,15137000000,1.64195E+11,2.57619E+11,3614000000,17390000000,56277000000,1.71652E+11,85967000000,1.07918E+11,2.917621764,1.996719672,0.666301787,0.268973115
MICROSOFT CORPORATION,MSFT,789019,12/31/2018,6638000000,1.56874E+11,2.58859E+11,1961000000,19680000000,50318000000,1.66731E+11,92128000000,1.06556E+11,3.117651735,1.80977553,0.644099684,0.131920983
MICROSOFT CORPORATION,MSFT,789019,3/31/2019,11212000000,1.59887E+11,2.63281E+11,1951000000,19269000000,53861000000,1.68417E+11,94864000000,1.06026E+11,2.968511539,1.775352083,0.639685355,0.208165463
MICROSOFT CORPORATION,MSFT,789019,6/30/2019,11356000000,1.75552E+11,2.86556E+11,2063000000,29524000000,69420000000,1.84226E+11,1.0233E+11,1.06132E+11,2.528838951,1.800312714,0.642897025,0.163583982
MICROSOFT CORPORATION,MSFT,789019,9/30/2019,13117000000,1.65896E+11,2.78955E+11,2622000000,19087000000,58118000000,1.72894E+11,1.06061E+11,1.07778E+11,2.854468495,1.630137374,0.619791723,0.225695998
MICROSOFT CORPORATION,MSFT,789019,12/31/2019,8864000000,1.67074E+11,2.82794E+11,1823000000,23525000000,59640000000,1.72685E+11,1.10109E+11,1.07434E+11,2.801374916,1.568309584,0.61063884,0.148625084
MICROSOFT CORPORATION,MSFT,789019,3/31/2020,11710000000,1.70505E+11,2.85449E+11,1644000000,22699000000,58707000000,1.70948E+11,1.14501E+11,1.11798E+11,2.904338495,1.492982594,0.598874055,0.19946514
MICROSOFT CORPORATION,MSFT,789019,6/30/2020,13576000000,1.81915E+11,3.01311E+11,1895000000,32011000000,72310000000,1.83007E+11,1.18304E+11,1.09605E+11,2.515765454,1.54692149,0.60736913,0.1877472
MICROSOFT CORPORATION,MSFT,789019,9/30/2020,17205000000,1.77077E+11,3.01001E+11,2705000000,22851000000,70056000000,1.77609E+11,1.23392E+11,1.07021E+11,2.527649309,1.439388291,0.590061163,0.245589243
MICROSOFT CORPORATION,MSFT,789019,12/31/2020,14432000000,1.73973E+11,3.04137E+11,1924000000,27312000000,67486000000,1.73901E+11,1.30236E+11,1.06487E+11,2.577912456,1.335275961,0.571785084,0.213851762
MICROSOFT CORPORATION,MSFT,789019,3/31/2021,13702000000,1.65614E+11,3.08879E+11,2245000000,26322000000,72193000000,1.74374E+11,1.34505E+11,93421000000,2.294045129,1.296412773,0.564538217,0.189796795
MICROSOFT CORPORATION,MSFT,789019,6/30/2021,14224000000,1.84406E+11,3.33779E+11,2636000000,38043000000,88657000000,1.91791E+11,1.41988E+11,95749000000,2.079993684,1.350754993,0.574604753,0.160438544
MICROSOFT CORPORATION,MSFT,789019,9/30/2021,19165000000,1.74326E+11,3.35418E+11,3411000000,27349000000,80528000000,1.8344E+11,1.51978E+11,93798000000,2.164787403,1.207016805,0.546899689,0.237991754
MICROSOFT CORPORATION,MSFT,789019,12/31/2021,20604000000,1.74188E+11,3.40389E+11,3019000000,33520000000,77510000000,1.80379E+11,1.6001E+11,96678000000,2.247297123,1.127298294,0.52992018,0.265823765
MICROSOFT CORPORATION,MSFT,789019,3/31/2022,12498000000,1.53922E+11,3.44607E+11,3296000000,32613000000,77439000000,1.81683E+11,1.62924E+11,76483000000,1.987654799,1.115139574,0.527217961,0.161391547
MICROSOFT CORPORATION,MSFT,789019,6/30/2022,13931000000,1.69684E+11,3.6484E+11,3742000000,44261000000,95082000000,1.98298E+11,1.66542E+11,74602000000,1.784606971,1.190678628,0.543520447,0.146515639
MICROSOFT CORPORATION,MSFT,789019,9/30/2022,22884000000,1.60812E+11,3.59784E+11,4268000000,31279000000,87389000000,1.86218E+11,1.73566E+11,73423000000,1.840185836,1.072894461,0.517582772,0.261863621
MICROSOFT CORPORATION,MSFT,789019,12/31/2022,15646000000,1.57823E+11,3.64552E+11,2980000000,35833000000,81718000000,1.81416E+11,1.83136E+11,76105000000,1.931312563,0.990608073,0.49764094,0.191463325
MICROSOFT CORPORATION,MSFT,789019,3/31/2023,26562000000,1.63889E+11,3.80088E+11,2877000000,37420000000,85691000000,1.85405E+11,1.94683E+11,78198000000,1.912557912,0.95234304,0.487794932,0.30997421
MICROSOFT CORPORATION,MSFT,789019,6/30/2023,34704000000,1.84257E+11,4.11976E+11,2500000000,48688000000,1.04149E+11,2.05753E+11,2.06223E+11,80108000000,1.769167251,0.997720914,0.499429578,0.333214913
MICROSOFT CORPORATION,MSFT,789019,9/30/2023,80452000000,2.07586E+11,4.45785E+11,3000000000,36953000000,1.24792E+11,2.25071E+11,2.20714E+11,82794000000,1.663455991,1.019740479,0.504886885,0.644688762
MICROSOFT CORPORATION,MSFT,789019,12/31/2023,17305000000,1.47393E+11,4.70558E+11,1615000000,42831000000,1.21016E+11,2.3229E+11,2.38268E+11,26377000000,1.217962914,0.974910605,0.493647967,0.14299762
MICROSOFT CORPORATION,MSFT,789019,3/31/2024,19634000000,1.4718E+11,4.84275E+11,1304000000,44029000000,1.18525E+11,2.31123E+11,2.53152E+11,28655000000,1.241763341,0.912981134,0.477255691,0.165652816
MICROSOFT CORPORATION,MSFT,789019,6/30/2024,18315000000,1.59734E+11,5.12163E+11,1246000000,56924000000,1.25286E+11,2.43686E+11,2.68477E+11,34448000000,1.274954903,0.907660619,0.475797744,0.146185528
MICROSOFT CORPORATION,MSFT,789019,9/30/2024,20840000000,1.49926E+11,5.23013E+11,1626000000,44148000000,1.152E+11,2.3529E+11,2.87723E+11,34726000000,1.301440972,0.817765698,0.449874095,0.180902778
MICROSOFT CORPORATION,MSFT,789019,12/31/2024,17482000000,1.4708E+11,5.33898E+11,909000000,48188000000,1.08882E+11,2.31203E+11,3.02695E+11,38198000000,1.350820154,0.763815061,0.433047136,0.160559137
MICROSOFT CORPORATION,MSFT,789019,3/31/2025,28828000000,1.56644E+11,5.62624E+11,848000000,51700000000,1.14206E+11,2.40733E+11,3.21891E+11,42438000000,1.371591685,0.747871174,0.427875455,0.252421064
MICROSOFT CORPORATION,MSFT,789019,6/30/2025,30242000000,1.91131E+11,6.19003E+11,938000000,69905000000,1.41218E+11,2.75524E+11,3.43479E+11,49913000000,1.353446445,0.802156755,0.445109313,0.214151171
MICROSOFT CORPORATION,MSFT,789019,9/30/2025,28849000000,1.89066E+11,6.36351E+11,1130000000,52894000000,1.34996E+11,2.73275E+11,3.63076E+11,54070000000,1.400530386,0.752666108,0.42944067,0.213702628
MICROSOFT CORPORATION,MSFT,789019,12/31/2025,24296000000,1.8019E+11,6.65302E+11,1059000000,56535000000,1.30005E+11,2.74427E+11,3.90875E+11,50185000000,1.386023614,0.702083786,0.412484857,0.18688512
MICROSOFT CORPORATION,MSFT,789019,3/31/2026,32105000000,1.75329E+11,6.94228E+11,1219000000,60041000000,1.36661E+11,2.79861E+11,4.14367E+11,38668000000,1.282948317,0.675394035,0.403125486,0.234924375
"Netflix, Inc.",NFLX,1065280,12/31/2007,177439000,,,,,,,,,,,,
"Netflix, Inc.",NFLX,1065280,3/31/2008,168989000,,,,,,,,,,,,
"Netflix, Inc.",NFLX,1065280,6/30/2008,144289000,,,,,,,,,,,,
"Netflix, Inc.",NFLX,1065280,9/30/2008,111524000,,,,,,,,,,,,
"Netflix, Inc.",NFLX,1065280,12/31/2008,139881000,361447000,617946000,,,216017000,270791000,347155000,145430000,1.673234051,0.780029094,0.438211429,0.647546258
"Netflix, Inc.",NFLX,1065280,3/31/2009,115131000,,,,,,,,,,,,
"Netflix, Inc.",NFLX,1065280,6/30/2009,87471000,342564000,591993000,,,211186000,267622000,324371000,131378000,1.622096162,0.825049095,0.452069535,0.414189388
"Netflix, Inc.",NFLX,1065280,9/30/2009,55717000,234962000,492131000,,,203522000,259929000,232202000,31440000,1.154479614,1.119408963,0.528170345,0.273764016
"Netflix, Inc.",NFLX,1065280,12/31/2009,134224000,411013000,679734000,,,227436000,480591000,199143000,183577000,1.807158937,2.413295973,0.707028043,0.590161628
"Netflix, Inc.",NFLX,1065280,3/31/2010,79861000,379538000,648293000,,,243447000,501558000,146735000,136091000,1.559016952,3.418121103,0.773659441,0.328042654
"Netflix, Inc.",NFLX,1065280,6/30/2010,107327000,441218000,693972000,,,258167000,517332000,176640000,183051000,1.709041047,2.928736413,0.745465235,0.415727029
"Netflix, Inc.",NFLX,1065280,9/30/2010,113108000,492247000,770283000,,,312107000,578308000,191975000,180140000,1.577173854,3.012413075,0.750773417,0.362401356
"Netflix, Inc.",NFLX,1065280,12/31/2010,194499000,637231000,982067000,,,388579000,691903000,290164000,248652000,1.639900767,2.384523924,0.70453747,0.500539144
"Netflix, Inc.",NFLX,1065280,3/31/2011,150419000,721602000,1090188000,,,490318000,814466000,275722000,231284000,1.471702038,2.953939113,0.747087658,0.306778458
"Netflix, Inc.",NFLX,1065280,6/30/2011,175207000,969444000,1570693000,,,726709000,1236659000,334034000,242735000,1.334019532,3.702194986,0.787333362,0.241096505
"Netflix, Inc.",NFLX,1065280,9/30/2011,159199000,1190113000,1961558000,,,967966000,1573206000,388352000,222147000,1.229498763,4.050979524,0.8020186,0.164467554
"Netflix, Inc.",NFLX,1065280,12/31/2011,508053000,1830857000,3069196000,,,1225055000,2426386000,642810000,605802000,1.494510042,3.77465503,0.790560785,0.414718523
"Netflix, Inc.",NFLX,1065280,3/31/2012,395992000,2058741000,3480459000,,,1446666000,2817057000,663402000,612075000,1.423093513,4.246380023,0.809392382,0.273727315
"Netflix, Inc.",NFLX,1065280,6/30/2012,402251000,2137785000,3478290000,,,1498844000,2790064000,688226000,638941000,1.426289194,4.053993892,0.802136682,0.26837416
"Netflix, Inc.",NFLX,1065280,9/30/2012,370298000,2225018000,3808833000,,,1598223000,3091993000,716840000,626795000,1.392182443,4.313365605,0.811795371,0.231693575
"Netflix, Inc.",NFLX,1065280,12/31/2012,290291000,2240791000,3967890000,,,1675926000,3223217000,744673000,564865000,1.337046504,4.328365605,0.81232519,0.173212302
"Netflix, Inc.",NFLX,1065280,3/31/2013,418051000,2557100000,4363289000,,,1688714000,3550370000,812919000,868386000,1.514229171,4.367433902,0.813691232,0.247555832
"Netflix, Inc.",NFLX,1065280,6/30/2013,370678000,2570322000,4480751000,,,1670264000,3375129000,1105622000,900058000,1.538871699,3.052697034,0.753250739,0.221927791
"Netflix, Inc.",NFLX,1065280,9/30/2013,439056000,2849278000,4901325000,,,1935136000,3696955000,1204370000,914142000,1.472391605,3.06961731,0.75427665,0.226886379
"Netflix, Inc.",NFLX,1065280,12/31/2013,604965000,3058763000,5412563000,,,2154203000,4079002000,1333561000,904560000,1.419904717,3.058729222,0.753617464,0.28083008
"Netflix, Inc.",NFLX,1065280,3/31/2014,1157450000,3586784000,6048106000,,,2263653000,4569748000,1478358000,1323131000,1.584511407,3.091097014,0.755566784,0.511319535
"Netflix, Inc.",NFLX,1065280,6/30/2014,1214244000,3668380000,6325822000,,,2335124000,4716117000,1609705000,1333256000,1.57095726,2.929802044,0.745534256,0.51999123
"Netflix, Inc.",NFLX,1065280,9/30/2014,1183217000,3823482000,6778329000,,,2548655000,5053455000,1724874000,1274827000,1.500195986,2.92975313,0.745531089,0.464251537
"Netflix, Inc.",NFLX,1065280,12/31/2014,1113608000,3940469000,7056651000,,,2663154000,5198943000,1857708000,1277315000,1.479624911,2.798579217,0.736743676,0.418153813
"Netflix, Inc.",NFLX,1065280,3/31/2015,2454777000,5539056000,9240626000,,,3008849000,7331412000,1909214000,2530207000,1.840921894,3.840015839,0.793389106,0.815852507
"Netflix, Inc.",NFLX,1065280,6/30/2015,2293872000,5600510000,9654861000,,,3220069000,7622786000,2032075000,2380441000,1.73925155,3.751232607,0.789528301,0.712367344
"Netflix, Inc.",NFLX,1065280,9/30/2015,2115437000,5569713000,9916267000,,,3341418000,7748949000,2167318000,2228295000,1.666871071,3.575363191,0.781438116,0.63309559
"Netflix, Inc.",NFLX,1065280,12/31/2015,1809330000,5431840000,10202871000,,,3529624000,7979445000,2223426000,1902216000,1.538928792,3.588806194,0.782078397,0.512612675
"Netflix, Inc.",NFLX,1065280,3/31/2016,1605244000,5543836000,11262274000,,,3933632000,8945041000,2317233000,1610204000,1.409342816,3.860225105,0.794248213,0.408081895
"Netflix, Inc.",NFLX,1065280,6/30/2016,1390925000,5386918000,11593507000,,,4051837000,9177673000,2415834000,1335081000,1.329500175,3.798966734,0.79162181,0.343282565
"Netflix, Inc.",NFLX,1065280,9/30/2016,969158000,5193893000,12347338000,,,4411405000,9818372000,2528966000,782488000,1.177378409,3.882366153,0.795181277,0.219693726
"Netflix, Inc.",NFLX,1065280,12/31/2016,1467576000,5720291000,13586610000,,,4586657000,10906810000,2679800000,1133634000,1.247159096,4.070008956,0.80276169,0.319966372
"Netflix, Inc.",NFLX,1065280,3/31/2017,1077824000,5660330000,14359096000,,,4911229000,11385413000,2973683000,749101000,1.152528216,3.828724514,0.792905974,0.219461157
"Netflix, Inc.",NFLX,1065280,6/30/2017,1918777000,6700785000,16517223000,,,5122945000,13404723000,3112500000,1577840000,1.307994718,4.306738313,0.811560333,0.374545696
"Netflix, Inc.",NFLX,1065280,9/30/2017,1746469000,6385348000,16951540000,,,5310677000,13624179000,3327361000,1074671000,1.202360452,4.094589977,0.80371335,0.328859955
"Netflix, Inc.",NFLX,1065280,12/31/2017,2822795000,7669974000,19012742000,,,5466312000,15430786000,3581956000,2203662000,1.403135057,4.307921705,0.811602345,0.516398442
"Netflix, Inc.",NFLX,1065280,3/31/2018,2593666000,7817576000,20152797000,,,6005587000,16132067000,4020730000,1811989000,1.301717218,4.012223402,0.800487744,0.431875519
"Netflix, Inc.",NFLX,1065280,6/30/2018,3906357000,9346889000,22663537000,,,6079641000,18166937000,4496600000,3267248000,1.537408048,4.040149669,0.801593194,0.642530867
"Netflix, Inc.",NFLX,1065280,9/30/2018,3067534000,8729981000,23366229000,,,6298240000,18356576000,5009653000,2431741000,1.386098497,3.664241016,0.785602846,0.487046222
"Netflix, Inc.",NFLX,1065280,12/31/2018,3794483000,9694135000,25974400000,,,6487320000,20735635000,5238765000,3206815000,1.494320459,3.958115128,0.798310452,0.584907635
"Netflix, Inc.",NFLX,1065280,3/31/2019,3348557000,4168907000,27218632000,,,6857807000,21515574000,5703058000,-2688900000,0.607906726,3.772638118,0.790472276,0.488283937
"Netflix, Inc.",NFLX,1065280,6/30/2019,5004247000,5877157000,30171339000,,,6933984000,24065791000,6105548000,-1056827000,0.847587332,3.941626698,0.797637486,0.721698666
"Netflix, Inc.",NFLX,1065280,9/30/2019,4435018000,5327758000,30941711000,,,7257900000,24080206000,6861505000,-1930142000,0.734063297,3.509464177,0.778244164,0.611060775
"Netflix, Inc.",NFLX,1065280,12/31/2019,5018437000,6178504000,33975712000,,,6855696000,26393555000,7582157000,-677192000,0.901221991,3.481008768,0.776835964,0.73200985
"Netflix, Inc.",NFLX,1065280,3/31/2020,5151884000,6447781000,35059910000,,,7853725000,26650616000,8409294000,-1405944000,0.820983801,3.169185903,0.76014502,0.655979678
"Netflix, Inc.",NFLX,1065280,6/30/2020,7153248000,8564139000,37175281000,,,7626418000,27840528000,9334753000,937721000,1.122956937,2.982460061,0.748898926,0.937956456
"Netflix, Inc.",NFLX,1065280,9/30/2020,8392391000,9826480000,38622543000,,,7939795000,28289220000,10333323000,1886685000,1.237623893,2.737669189,0.732453583,1.057003487
"Netflix, Inc.",NFLX,1065280,12/31/2020,8205550000,9761580000,39280359000,,,7805785000,28215119000,11065240000,1955795000,1.250557119,2.549887666,0.718300945,1.051213939
"Netflix, Inc.",NFLX,1065280,3/31/2021,8403705000,10107508000,40123014000,,,7961770000,27238934000,12884080000,2145738000,1.269505148,2.114154367,0.678885539,1.05550713
"Netflix, Inc.",NFLX,1065280,6/30/2021,7777530000,9604276000,40970969000,,,7832888000,27107098000,13863871000,1771388000,1.226147495,1.955232994,0.661617205,0.992932619
"Netflix, Inc.",NFLX,1065280,9/30/2021,7526681000,9415787000,42739857000,,,8049246000,27425240000,15314617000,1366541000,1.169772548,1.7907885,0.641678328,0.935079012
"Netflix, Inc.",NFLX,1065280,12/31/2021,6027804000,8069825000,44584663000,,,8488966000,28735415000,15849248000,-419141000,0.9506252,1.813045957,0.644513451,0.710075173
"Netflix, Inc.",NFLX,1065280,3/31/2022,6008946000,8098015000,45330904000,,,7739656000,27786865000,17544039000,358359000,1.04630167,1.583835113,0.6129784,0.776384118
"Netflix, Inc.",NFLX,1065280,6/30/2022,5819449000,7840778000,46350935000,,,7500022000,27274961000,19075974000,340756000,1.045434,1.429806992,0.588444678,0.775924257
"Netflix, Inc.",NFLX,1065280,9/30/2022,6113733000,8816903000,47562187000,,,7765924000,27034046000,20528141000,1050979000,1.135332125,1.316926165,0.56839367,0.787251202
"Netflix, Inc.",NFLX,1065280,12/31/2022,5147176000,9266473000,48594768000,,,7930974000,27817367000,20777401000,1335499000,1.168390289,1.338828037,0.572435432,0.648996706
"Netflix, Inc.",NFLX,1065280,3/31/2023,6714594000,10482623000,49490345000,,,8316070000,27662149000,21828196000,2166553000,1.260526066,1.267266841,0.558940315,0.807423939
"Netflix, Inc.",NFLX,1065280,6/30/2023,7662788000,11506336000,50817473000,,,8675805000,27985258000,22832215000,2830531000,1.326255719,1.225691769,0.550701488,0.883236541
"Netflix, Inc.",NFLX,1065280,9/30/2023,7353245000,10779474000,49501786000,,,8338718000,27394159000,22107627000,2440756000,1.292701588,1.239127067,0.553397387,0.881819603
"Netflix, Inc.",NFLX,1065280,12/31/2023,7116913000,9918133000,48731992000,,,8860655000,28143679000,20588313000,1057478000,1.119345353,1.366973535,0.577519569,0.803203939
"Netflix, Inc.",NFLX,1065280,3/31/2024,7024766000,9921313000,48827721000,,,9289217000,27462311000,21365410000,632096000,1.068046209,1.285363164,0.562432783,0.756228001
"Netflix, Inc.",NFLX,1065280,6/30/2024,6624939000,9615553000,49098895000,,,10139999000,26986202000,22112693000,-524446000,0.948279482,1.220394187,0.549629518,0.653347106
"Netflix, Inc.",NFLX,1065280,9/30/2024,7457025000,12129099000,52281844000,,,10707126000,29561108000,22720736000,1421973000,1.132806226,1.301062959,0.565418236,0.696454399
"Netflix, Inc.",NFLX,1065280,12/31/2024,7804733000,13100379000,53630374000,,,10755400000,28886807000,24743567000,2344979000,1.21802806,1.167447159,0.538627737,0.725657158
"Netflix, Inc.",NFLX,1065280,3/31/2025,7199848000,11697632000,52087644000,,,9718519000,28059571000,24028073000,1979113000,1.203643477,1.167782826,0.538699178,0.740837982
"Netflix, Inc.",NFLX,1065280,6/30/2025,8177405000,11993106000,53099664000,,,8942335000,28147765000,24951899000,3050771000,1.341160446,1.128081073,0.530093091,0.914459702
"Netflix, Inc.",NFLX,1065280,9/30/2025,9287287000,12962935000,54934835000,,,9731859000,28980800000,25954035000,3231076000,1.332010153,1.11662021,0.527548686,0.954317875
"Netflix, Inc.",NFLX,1065280,12/31/2025,9033681000,13020191000,55596993000,,,10980930000,28981505000,26615488000,2039261000,1.185709316,1.088896247,0.521278282,0.822669938
"Netflix, Inc.",NFLX,1065280,3/31/2026,12259772000,17070982000,61015914000,,,12131578000,29889515000,31126399000,4939404000,1.407152639,0.960262541,0.489864251,1.010566968
NVIDIA CORP,NVDA,1045810,1/25/2008,726969000,,,,,,,,,,,,
NVIDIA CORP,NVDA,1045810,1/27/2008,726969000,,,,,,,,,,,,
NVIDIA CORP,NVDA,1045810,7/27/2008,719143000,,,,,,,,,,,,
NVIDIA CORP,NVDA,1045810,10/26/2008,461253000,,,,,,,,,,,,
NVIDIA CORP,NVDA,1045810,1/25/2009,417688000,2167958000,3350727000,537834000,318435000,778591000,,2394652000,1389367000,2.784463216,,,0.536466515
NVIDIA CORP,NVDA,1045810,1/26/2009,417688000,,,,,,,,,,,,
NVIDIA CORP,NVDA,1045810,4/26/2009,512274000,,,,,,,,,,,,
NVIDIA CORP,NVDA,1045810,7/26/2009,523785000,2167905000,3298409000,279216000,351960000,891321000,,2247409000,1276584000,2.432238217,,,0.58765024
NVIDIA CORP,NVDA,1045810,10/25/2009,614490000,2357716000,3463574000,277643000,397820000,888806000,,2423635000,1468910000,2.652677862,,,0.69136572
NVIDIA CORP,NVDA,1045810,1/31/2010,447221000,2480830000,3585918000,330674000,374963000,784378000,,2665140000,1696452000,3.162799059,,,0.57016005
NVIDIA CORP,NVDA,1045810,5/2/2010,447262000,2726980000,3803030000,388139000,529663000,765293000,,2860645000,1961687000,3.563314966,,,0.584432368
NVIDIA CORP,NVDA,1045810,8/1/2010,377003000,2655962000,3731268000,434227000,395934000,819139000,,2760514000,1836823000,3.24238255,,,0.460243011
NVIDIA CORP,NVDA,1045810,10/31/2010,451174000,2807702000,3915579000,377812000,399502000,816489000,,2897880000,1991213000,3.438750553,,,0.552578173
NVIDIA CORP,NVDA,1045810,1/30/2011,665361000,3226950000,4495246000,345525000,348770000,942682000,,3181462000,2284268000,3.423158605,,,0.70581702
NVIDIA CORP,NVDA,1045810,5/1/2011,683633000,3496763000,4736744000,380964000,343202000,981166000,,3447808000,2515597000,3.563885214,,,0.696755697
NVIDIA CORP,NVDA,1045810,7/31/2011,532614000,3317557000,4864424000,361911000,419944000,960299000,,3689469000,2357258000,3.454712543,,,0.554633505
NVIDIA CORP,NVDA,1045810,10/30/2011,566816000,3500071000,5089043000,319602000,371261000,886684000,,3973450000,2613387000,3.94737133,,,0.639253669
NVIDIA CORP,NVDA,1045810,1/29/2012,667876000,3905358000,5552928000,340297000,336143000,929958000,,4145724000,2975400000,4.199499332,,,0.71817867
NVIDIA CORP,NVDA,1045810,4/29/2012,369135000,4032116000,5708167000,342707000,411155000,947404000,,4287428000,3084712000,4.255962609,,,0.389627867
NVIDIA CORP,NVDA,1045810,7/29/2012,499618000,4213851000,5891881000,387185000,445312000,1021960000,,4453665000,3191891000,4.12330326,,,0.488882148
NVIDIA CORP,NVDA,1045810,10/28/2012,525388000,4424827000,6075144000,428983000,444944000,991359000,,4722846000,3433468000,4.463395198,,,0.529967449
NVIDIA CORP,NVDA,1045810,1/27/2013,732786000,4775258000,6412245000,412467000,454252000,976223000,,4827703000,3799035000,4.891564735,,,0.75063382
NVIDIA CORP,NVDA,1045810,4/28/2013,561423000,4606616000,6279527000,377597000,346998000,925577000,,4824936000,3681039000,4.977020821,,,0.606565418
NVIDIA CORP,NVDA,1045810,7/28/2013,591321000,3922608000,5569592000,378280000,418123000,935791000,,4172173000,2986817000,4.191756493,,,0.631894301
NVIDIA CORP,NVDA,1045810,10/27/2013,562084000,4049841000,5711373000,380319000,447631000,985927000,,4320647000,3063914000,4.107647929,,,0.570107117
NVIDIA CORP,NVDA,1045810,1/26/2014,1152000000,5624711000,7250894000,387765000,426357000,945496000,,4456398000,4679215000,5.948952719,,,1.218408116
NVIDIA CORP,NVDA,1045810,4/27/2014,509000000,5273798000,6864663000,393280000,396438000,897945000,,4166985000,4375853000,5.873185997,,,0.566849863
NVIDIA CORP,NVDA,1045810,7/27/2014,515000000,5377586000,6933719000,387434000,469625000,868729000,,4304786000,4508857000,6.190176683,,,0.592820085
NVIDIA CORP,NVDA,1045810,10/26/2014,395000000,5341109000,6885869000,408081000,563400000,933907000,,4204593000,4407202000,5.719101581,,,0.42295432
NVIDIA CORP,NVDA,1045810,1/25/2015,497000000,5713000000,7201000000,483000000,474000000,896000000,,4418000000,4817000000,6.376116071,,,0.5546875
NVIDIA CORP,NVDA,1045810,4/26/2015,464000000,5832000000,7291000000,438000000,455000000,883000000,,4556000000,4949000000,6.604756512,,,0.525481314
NVIDIA CORP,NVDA,1045810,7/26/2015,435000000,5608000000,6979000000,441000000,514000000,936000000,,4185000000,4672000000,5.991452991,,,0.46474359
NVIDIA CORP,NVDA,1045810,10/25/2015,471000000,5834000000,7174000000,425000000,536000000,855000000,,4465000000,4979000000,6.823391813,,,0.550877193
NVIDIA CORP,NVDA,1045810,1/31/2016,596000000,6053000000,7370000000,418000000,505000000,2351000000,2814000000,4469000000,3702000000,2.574649085,0.629671067,0.381818182,0.253509145
NVIDIA CORP,NVDA,1045810,5/1/2016,547000000,5790000000,7108000000,394000000,523000000,2377000000,2833000000,4196000000,3413000000,2.4358435,0.675166826,0.398564997,0.230122003
NVIDIA CORP,NVDA,1045810,7/31/2016,426000000,6156000000,7461000000,521000000,644000000,2407000000,2909000000,4480000000,3749000000,2.557540507,0.649330357,0.389894116,0.176983797
NVIDIA CORP,NVDA,1045810,10/30/2016,1940000000,8307000000,9612000000,679000000,833000000,2041000000,4243000000,5324000000,6266000000,4.070063694,0.796957175,0.441427382,0.950514454
NVIDIA CORP,NVDA,1045810,1/29/2017,1766000000,8536000000,9841000000,794000000,826000000,1788000000,4048000000,5762000000,6748000000,4.774049217,0.702533842,0.411340311,0.987695749
NVIDIA CORP,NVDA,1045810,4/30/2017,1989000000,8116000000,9410000000,821000000,976000000,983000000,3271000000,6132000000,7133000000,8.256358087,0.533431181,0.347608927,2.023397762
NVIDIA CORP,NVDA,1045810,7/30/2017,1988000000,8070000000,9402000000,855000000,1213000000,1032000000,3427000000,5973000000,7038000000,7.819767442,0.573748535,0.364496916,1.926356589
NVIDIA CORP,NVDA,1045810,10/29/2017,2802000000,8479000000,9830000000,857000000,1167000000,1027000000,3477000000,6352000000,7452000000,8.256085686,0.54738665,0.353713123,2.728334956
NVIDIA CORP,NVDA,1045810,1/28/2018,4002000000,9255000000,11241000000,796000000,1265000000,1153000000,3770000000,7471000000,8102000000,8.026886383,0.504617856,0.335379415,3.47094536
NVIDIA CORP,NVDA,1045810,4/29/2018,765000000,9448000000,11460000000,797000000,1220000000,1106000000,3743000000,7717000000,8342000000,8.542495479,0.485033044,0.326614311,0.691681736
NVIDIA CORP,NVDA,1045810,7/29/2018,718000000,10831000000,12882000000,1090000000,1662000000,1462000000,4087000000,8795000000,9369000000,7.408344733,0.46469585,0.3172644,0.491108071
NVIDIA CORP,NVDA,1045810,10/28/2018,721000000,11386000000,13657000000,1417000000,2219000000,1608000000,4182000000,9475000000,9778000000,7.080845771,0.441372032,0.306216592,0.448383085
